,feature,diff,diff_preds,Method1
1602,131248035,0.0015622377395629885,1.0,0.0015622377395629885
787,29316020,0.0015617609024047852,1.0,0.0015617609024047852
540,6074928,0.0015590190887451172,1.0,0.0015590190887451172
3993,67386061152,0.0015586614608764648,1.0,0.0015586614608764648
1630,149003005,0.0015568733215332033,1.0,0.0015568733215332033
3813,63323011710,0.0015535354614257812,1.0,0.0015535354614257812
1565,93894093,0.0015528202056884766,1.0,0.0015528202056884766
1660,168005515,0.001552581787109375,1.0,0.001552581787109375
2666,904597361,0.0015429258346557615,1.0,0.0015429258346557615
3782,62584081301,0.001541733741760254,1.0,0.001541733741760254
3241,51079089320,0.0015412569046020508,1.0,0.0015412569046020508
3106,51079027820,0.0015408992767333984,1.0,0.0015408992767333984
2737,10019021301,0.0015399456024169922,1.0,0.0015399456024169922
3657,59772704602,0.0015348196029663086,1.0,0.0015348196029663086
1912,245018001,0.001532435417175293,1.0,0.001532435417175293
1215,74302401,0.001532435417175293,1.0,0.001532435417175293
539,6073528,0.0015298128128051758,1.0,0.0015298128128051758
3071,51079007620,0.001529693603515625,1.0,0.001529693603515625
218,51302,0.0015288591384887695,1.0,0.0015288591384887695
1870,186151503,0.0015267133712768555,1.0,0.0015267133712768555
2404,591321472,0.0015115737915039062,1.0,0.0015115737915039062
1445,85073604,0.0015081167221069336,1.0,0.0015081167221069336
4034,68094050361,0.0015069246292114258,1.0,0.0015069246292114258
784,29152725,0.001506328582763672,1.0,0.001506328582763672
2878,37205036374,0.0015047788619995115,1.0,0.0015047788619995115
785,29315818,0.001503586769104004,1.0,0.001503586769104004
2117,406839062,0.0015017986297607422,1.0,0.0015017986297607422
973,54485906,0.0014982223510742188,1.0,0.0014982223510742188
3018,50458031528,0.0014957189559936526,1.0,0.0014957189559936526
2536,781132813,0.001495361328125,1.0,0.001495361328125
919,52045016,0.001492142677307129,1.0,0.001492142677307129
3560,58177032418,0.0014853477478027346,1.0,0.0014853477478027346
853,45050130,0.0014797449111938474,1.0,0.0014797449111938474
1867,186109205,0.001477360725402832,1.0,0.001477360725402832
708,15054841,0.0014755725860595705,1.0,0.0014755725860595705
3663,60258015101,0.0014739036560058596,1.0,0.0014739036560058596
2409,591534710,0.0014700889587402346,1.0,0.0014700889587402346
3098,51079020520,0.0014694929122924805,1.0,0.0014694929122924805
1944,300304611,0.0014690160751342773,1.0,0.0014690160751342773
642,9001201,0.0014668703079223633,1.0,0.0014668703079223633
3331,52959045230,0.0014668703079223633,1.0,0.0014668703079223633
2842,24208058564,0.0014652013778686526,1.0,0.0014652013778686526
2687,944262004,0.001464247703552246,1.0,0.001464247703552246
1824,182504749,0.001463770866394043,1.0,0.001463770866394043
1842,186013701,0.0014629364013671875,1.0,0.0014629364013671875
1465,85411001,0.001461505889892578,1.0,0.001461505889892578
999,54848204,0.001461029052734375,1.0,0.001461029052734375
1699,172428610,0.0014586448669433596,1.0,0.0014586448669433596
2512,703904003,0.00145721435546875,1.0,0.00145721435546875
1006,54855324,0.0014526844024658205,1.0,0.0014526844024658205
3718,61314064725,0.0014514923095703125,1.0,0.0014514923095703125
2188,409488850,0.0014486312866210938,1.0,0.0014486312866210938
3315,52544092226,0.0014486312866210938,1.0,0.0014486312866210938
1358,78001715,0.0014486312866210938,1.0,0.0014486312866210938
1084,68051030,0.0014389753341674805,1.0,0.0014389753341674805
3795,63010001027,0.0014324188232421875,1.0,0.0014324188232421875
2220,409781124,0.001430988311767578,1.0,0.001430988311767578
3406,54569463100,0.0014292001724243164,1.0,0.0014292001724243164
1617,143148401,0.0014281272888183596,1.0,0.0014281272888183596
101,50980,0.001427769660949707,1.0,0.001427769660949707
3411,54569475100,0.0014227628707885742,1.0,0.0014227628707885742
1225,74340001,0.0014199018478393555,1.0,0.0014199018478393555
2150,409189001,0.0014156103134155273,1.0,0.0014156103134155273
1541,93117201,0.001410841941833496,1.0,0.001410841941833496
361,225479,0.0014060735702514648,1.0,0.0014060735702514648
374,225966,0.0014045238494873047,1.0,0.0014045238494873047
1515,89061012,0.0013952255249023438,1.0,0.0013952255249023438
1277,74610204,0.0013937950134277346,1.0,0.0013937950134277346
2753,10139090510,0.0013931989669799805,1.0,0.0013931989669799805
2940,49452760002,0.0013904571533203125,1.0,0.0013904571533203125
3641,59762093002,0.0013897418975830078,1.0,0.0013897418975830078
987,54819316,0.0013895034790039062,1.0,0.0013895034790039062
2364,555027202,0.0013885498046875,1.0,0.0013885498046875
3475,55390011010,0.0013885498046875,1.0,0.0013885498046875
774,26855236,0.0013867616653442385,1.0,0.0013867616653442385
3457,55390003110,0.0013785362243652346,1.0,0.0013785362243652346
193,51256,0.0013753175735473633,1.0,0.0013753175735473633
1835,185094098,0.0013707876205444336,1.0,0.0013707876205444336
1229,74377804,0.0013698339462280273,1.0,0.0013698339462280273
1211,74245327,0.001354813575744629,1.0,0.001354813575744629
22,50864,0.0013500452041625974,1.0,0.0013500452041625974
3892,63481068706,0.0013495683670043945,1.0,0.0013495683670043945
2597,904056060,0.0013474225997924805,1.0,0.0013474225997924805
314,225204,0.001345515251159668,1.0,0.001345515251159668
3929,64980013101,0.0013428926467895508,1.0,0.0013428926467895508
961,54375150,0.0013409852981567385,1.0,0.0013409852981567385
278,51493,0.0013391971588134766,1.0,0.0013391971588134766
422,2714001,0.0013387203216552734,1.0,0.0013387203216552734
423,2717510,0.001332402229309082,1.0,0.001332402229309082
2701,8290003528,0.0013314485549926758,1.0,0.0013314485549926758
1795,178061001,0.0013309717178344727,1.0,0.0013309717178344727
3720,61379012005,0.0013300180435180664,1.0,0.0013300180435180664
1885,187355510,0.0013266801834106445,1.0,0.0013266801834106445
1481,87120213,0.0013202428817749026,1.0,0.0013202428817749026
2496,703407559,0.0013197660446166992,1.0,0.0013197660446166992
134,51115,0.0013169050216674805,1.0,0.0013169050216674805
3665,60432003864,0.0013161897659301758,1.0,0.0013161897659301758
2530,777512058,0.0013072490692138672,1.0,0.0013072490692138672
204,51275,0.0013068914413452148,1.0,0.0013068914413452148
3540,58063060050,0.0012993812561035154,1.0,0.0012993812561035154
2097,378912398,0.0012990236282348633,1.0,0.0012990236282348633
1763,173056900,0.0012990236282348633,1.0,0.0012990236282348633
3667,60432021208,0.001297593116760254,1.0,0.001297593116760254
2108,406055201,0.0012943744659423828,1.0,0.0012943744659423828
2493,703324811,0.0012857913970947266,1.0,0.0012857913970947266
197,51265,0.0012853145599365234,1.0,0.0012853145599365234
2675,904770418,0.0012819766998291016,1.0,0.0012819766998291016
2647,904563561,0.00128173828125,1.0,0.00128173828125
1658,168004631,0.0012805461883544922,1.0,0.0012805461883544922
1090,69098038,0.0012799501419067385,1.0,0.0012799501419067385
3082,51079010320,0.0012799501419067385,1.0,0.0012799501419067385
44,50896,0.0012797117233276367,1.0,0.0012797117233276367
1923,258369090,0.001278519630432129,1.0,0.001278519630432129
1631,149047201,0.0012778043746948242,1.0,0.0012778043746948242
3423,54868021500,0.0012761354446411133,1.0,0.0012761354446411133
3656,59772246302,0.0012716054916381836,1.0,0.0012716054916381836
3213,51079078820,0.001271367073059082,1.0,0.001271367073059082
3448,54868534800,0.0012693405151367188,1.0,0.0012693405151367188
2193,409509216,0.001268148422241211,1.0,0.001268148422241211
2677,904775960,0.0012656450271606445,1.0,0.0012656450271606445
3202,51079074720,0.0012646913528442385,1.0,0.0012646913528442385
3135,51079043620,0.001263737678527832,1.0,0.001263737678527832
1513,89030510,0.001261591911315918,1.0,0.001261591911315918
2396,591071601,0.0012611150741577148,1.0,0.0012611150741577148
12,50821,0.0012600421905517578,1.0,0.0012600421905517578
696,9770901,0.0012598037719726562,1.0,0.0012598037719726562
3024,50458039660,0.001259446144104004,1.0,0.001259446144104004
3702,60951065616,0.0012549161911010742,1.0,0.0012549161911010742
2594,904052560,0.0012547969818115234,1.0,0.0012547969818115234
4027,68084037421,0.0012499094009399414,1.0,0.0012499094009399414
1582,121053205,0.0012445449829101562,1.0,0.0012445449829101562
2500,703443411,0.001242518424987793,1.0,0.001242518424987793
2008,338040360,0.0012389421463012695,1.0,0.0012389421463012695
3791,62856060001,0.0012358427047729492,1.0,0.0012358427047729492
948,54327099,0.0012333393096923828,1.0,0.0012333393096923828
1451,85124402,0.001233220100402832,1.0,0.001233220100402832
680,9361702,0.0012328624725341795,1.0,0.0012328624725341795
1839,186011291,0.0012322664260864258,1.0,0.0012322664260864258
1719,172567310,0.0012288093566894533,1.0,0.0012288093566894533
1479,87081843,0.0012258291244506836,1.0,0.0012258291244506836
1106,71000724,0.0012252330780029295,1.0,0.0012252330780029295
2858,25010021027,0.0012215375900268555,1.0,0.0012215375900268555
2473,641255545,0.0012183189392089846,1.0,0.0012183189392089846
1203,74233326,0.0012172460556030273,1.0,0.0012172460556030273
3000,50458003405,0.0012156963348388672,1.0,0.0012156963348388672
3868,63323061603,0.0012125968933105467,1.0,0.0012125968933105467
3322,52604512501,0.0012111663818359375,1.0,0.0012111663818359375
3172,51079059720,0.0012110471725463867,1.0,0.0012110471725463867
2646,904563461,0.0012079477310180664,1.0,0.0012079477310180664
3166,51079058001,0.0012044906616210938,1.0,0.0012044906616210938
3570,58468012001,0.0012018680572509766,1.0,0.0012018680572509766
2912,46287000660,0.0011957883834838867,1.0,0.0011957883834838867
3881,63402051224,0.0011953115463256836,1.0,0.0011953115463256836
3730,61570004935,0.001191854476928711,1.0,0.001191854476928711
13,50822,0.0011889934539794922,1.0,0.0011889934539794922
1347,75245101,0.0011875629425048828,1.0,0.0011875629425048828
3857,63323040302,0.0011833906173706055,1.0,0.0011833906173706055
3226,51079081420,0.0011788606643676758,1.0,0.0011788606643676758
403,2144401,0.0011762380599975586,1.0,0.0011762380599975586
542,6092558,0.0011665821075439453,1.0,0.0011665821075439453
98,50974,0.0011664628982543945,1.0,0.0011664628982543945
1447,85093381,0.0011652708053588867,1.0,0.0011652708053588867
3829,63323023861,0.0011627674102783205,1.0,0.0011627674102783205
2069,364205101,0.001161813735961914,1.0,0.001161813735961914
3597,59075069181,0.0011614561080932615,1.0,0.0011614561080932615
523,6007228,0.0011610984802246096,1.0,0.0011610984802246096
959,54368663,0.0011557340621948242,1.0,0.0011557340621948242
2340,536338101,0.001155257225036621,1.0,0.001155257225036621
1723,172717149,0.001153707504272461,1.0,0.001153707504272461
1962,310030050,0.0011533498764038086,1.0,0.0011533498764038086
1245,74427601,0.0011523962020874026,1.0,0.0011523962020874026
2742,10019048202,0.0011521577835083008,1.0,0.0011521577835083008
3649,59762501701,0.0011515617370605467,1.0,0.0011515617370605467
620,8092303,0.001148700714111328,1.0,0.001148700714111328
1800,182008601,0.001148700714111328,1.0,0.001148700714111328
1324,74797308,0.0011475086212158205,1.0,0.0011475086212158205
2096,378912298,0.0011445283889770508,1.0,0.0011445283889770508
1884,187355410,0.0011398792266845705,1.0,0.0011398792266845705
817,34051525,0.0011377334594726562,1.0,0.0011377334594726562
2951,49884029812,0.0011364221572875974,1.0,0.0011364221572875974
1772,173066400,0.0011363029479980467,1.0,0.0011363029479980467
707,15050842,0.0011360645294189453,1.0,0.0011360645294189453
2663,904586761,0.0011337995529174805,1.0,0.0011337995529174805
1737,173033602,0.001124262809753418,1.0,0.001124262809753418
2807,17314940002,0.0011229515075683594,1.0,0.0011229515075683594
3711,61314004475,0.0011203289031982422,1.0,0.0011203289031982422
4050,68774012060,0.001117110252380371,1.0,0.001117110252380371
3091,51079014120,0.0011136531829833984,1.0,0.0011136531829833984
2229,409955810,0.001112222671508789,1.0,0.001112222671508789
2073,372000604,0.0011121034622192383,1.0,0.0011121034622192383
750,24159601,0.001111745834350586,1.0,0.001111745834350586
1226,74349201,0.001110076904296875,1.0,0.001110076904296875
2415,597001314,0.0011088848114013672,1.0,0.0011088848114013672
2402,591319301,0.0011017322540283203,1.0,0.0011017322540283203
3107,51079027920,0.0011016130447387695,1.0,0.0011016130447387695
1628,149000905,0.0011016130447387695,1.0,0.0011016130447387695
1995,338004910,0.0011012554168701172,1.0,0.0011012554168701172
3410,54569473400,0.0010962486267089844,1.0,0.0010962486267089844
3566,58468002001,0.0010955333709716797,1.0,0.0010955333709716797
1355,75800180,0.0010924339294433594,1.0,0.0010924339294433594
3329,52959036100,0.00109100341796875,1.0,0.00109100341796875
971,54453825,0.0010889768600463867,1.0,0.0010889768600463867
2835,24208032405,0.0010885000228881836,1.0,0.0010885000228881836
2407,591359160,0.0010885000228881836,1.0,0.0010885000228881836
2155,409212202,0.001088261604309082,1.0,0.001088261604309082
2228,409915801,0.0010864734649658203,1.0,0.0010864734649658203
976,54811616,0.0010859966278076172,1.0,0.0010859966278076172
2299,517031010,0.001083970069885254,1.0,0.001083970069885254
1734,173024956,0.0010753870010375977,1.0,0.0010753870010375977
3023,50458039530,0.0010745525360107422,1.0,0.0010745525360107422
767,26286148,0.0010644197463989258,1.0,0.0010644197463989258
2391,575022530,0.001061081886291504,1.0,0.001061081886291504
614,8081401,0.0010606050491333008,1.0,0.0010606050491333008
3049,51079000522,0.0010547637939453123,1.0,0.0010547637939453123
678,9338901,0.0010519027709960938,1.0,0.0010519027709960938
1386,78032306,0.0010486841201782227,1.0,0.0010486841201782227
3796,63020004901,0.001046299934387207,1.0,0.001046299934387207
430,2755901,0.0010455846786499023,1.0,0.0010455846786499023
2207,409665106,0.0010436773300170898,1.0,0.0010436773300170898
2572,781345196,0.0010436773300170898,1.0,0.0010436773300170898
1296,74662902,0.0010423660278320312,1.0,0.0010423660278320312
1862,186103301,0.0010396242141723633,1.0,0.0010396242141723633
2614,904272561,0.0010387897491455078,1.0,0.0010387897491455078
977,54812025,0.001038193702697754,1.0,0.001038193702697754
2483,703095603,0.0010368824005126953,1.0,0.0010368824005126953
964,54408425,0.0010353326797485352,1.0,0.0010353326797485352
3282,51479005420,0.001031041145324707,1.0,0.001031041145324707
1421,78045735,0.0010298490524291992,1.0,0.0010298490524291992
2694,998030305,0.0010277032852172852,1.0,0.0010277032852172852
289,221214,0.0010273456573486328,1.0,0.0010273456573486328
1340,75062280,0.0010263919830322266,1.0,0.0010263919830322266
820,34120081,0.001026153564453125,1.0,0.001026153564453125
1523,91440123,0.001022934913635254,1.0,0.001022934913635254
200,51271,0.0010225772857666016,1.0,0.0010225772857666016
3547,58160087546,0.0010221004486083984,1.0,0.0010221004486083984
1368,78018001,0.0010218620300292967,1.0,0.0010218620300292967
3947,65847020525,0.001021742820739746,1.0,0.001021742820739746
3935,65473070401,0.0010209083557128906,1.0,0.0010209083557128906
1216,74307331,0.0010207891464233398,1.0,0.0010207891464233398
459,3223011,0.0010203123092651367,1.0,0.0010203123092651367
3101,51079022120,0.0010203123092651367,1.0,0.0010203123092651367
834,44101201,0.0010184049606323242,1.0,0.0010184049606323242
1512,89020025,0.001017928123474121,1.0,0.001017928123474121
1538,93065801,0.0010155439376831057,1.0,0.0010155439376831057
3798,63304020301,0.0010131597518920898,1.0,0.0010131597518920898
3743,61703022680,0.0010100603103637695,1.0,0.0010100603103637695
2983,50242008527,0.0010077953338623047,1.0,0.0010077953338623047
279,51494,0.0010069608688354492,1.0,0.0010069608688354492
2560,781305780,0.0010036230087280273,1.0,0.0010036230087280273
3364,54092041808,0.0010012388229370117,1.0,0.0010012388229370117
792,29321213,0.0009975433349609377,1.0,0.0009975433349609377
3936,65473070509,0.0009974241256713867,1.0,0.0009974241256713867
2358,548590000,0.0009911060333251953,1.0,0.0009911060333251953
1509,88216030,0.0009908676147460938,1.0,0.0009908676147460938
2345,536435805,0.0009902715682983398,1.0,0.0009902715682983398
1982,338001731,0.000990152359008789,1.0,0.000990152359008789
2126,409117630,0.0009897947311401367,1.0,0.0009897947311401367
668,9082501,0.0009889602661132812,1.0,0.0009889602661132812
2775,11523726808,0.000986933708190918,1.0,0.000986933708190918
1789,173094955,0.000986933708190918,1.0,0.000986933708190918
2537,781137113,0.0009775161743164062,1.0,0.0009775161743164062
2508,703565301,0.0009717941284179688,1.0,0.0009717941284179688
2357,548301200,0.000971674919128418,1.0,0.000971674919128418
2836,24208033005,0.0009709596633911133,1.0,0.0009709596633911133
1367,78017605,0.0009694099426269533,1.0,0.0009694099426269533
2386,574703612,0.0009685754776000977,1.0,0.0009685754776000977
1979,338001703,0.0009683370590209961,1.0,0.0009683370590209961
886,49002428,0.0009669065475463867,1.0,0.0009669065475463867
1238,74401390,0.0009652376174926758,1.0,0.0009652376174926758
137,51118,0.0009642839431762695,1.0,0.0009642839431762695
2302,517077010,0.0009604692459106443,1.0,0.0009604692459106443
2894,39822105505,0.0009592771530151367,1.0,0.0009592771530151367
3038,50474059440,0.0009567737579345703,1.0,0.0009567737579345703
102,50981,0.0009555816650390623,1.0,0.0009555816650390623
1838,186011201,0.0009555816650390623,1.0,0.0009555816650390623
2580,781627043,0.0009531974792480467,1.0,0.0009531974792480467
3436,54868365200,0.0009527206420898438,1.0,0.0009527206420898438
2693,998020615,0.0009522438049316406,1.0,0.0009522438049316406
3112,51079028420,0.0009493827819824221,1.0,0.0009493827819824221
1917,256015201,0.0009485483169555664,1.0,0.0009485483169555664
920,52046002,0.0009465217590332033,1.0,0.0009465217590332033
2814,17478020012,0.0009459257125854492,1.0,0.0009459257125854492
1976,338001602,0.0009435415267944336,1.0,0.0009435415267944336
2811,17478006235,0.0009430646896362305,1.0,0.0009430646896362305
3205,51079075920,0.000939488410949707,1.0,0.000939488410949707
381,226476,0.0009385347366333008,1.0,0.0009385347366333008
3250,51079093020,0.0009362697601318359,1.0,0.0009362697601318359
2134,409130431,0.0009361505508422852,1.0,0.0009361505508422852
3933,65293000101,0.0009349584579467773,1.0,0.0009349584579467773
880,48113013,0.0009347200393676758,1.0,0.0009347200393676758
2876,37205014472,0.0009324550628662107,1.0,0.0009324550628662107
1698,172428510,0.0009301900863647461,1.0,0.0009301900863647461
1532,93026292,0.0009295940399169922,1.0,0.0009295940399169922
2033,338085104,0.0009285211563110352,1.0,0.0009285211563110352
904,49392083,0.0009275674819946287,1.0,0.0009275674819946287
3551,58177003106,0.0009273290634155273,1.0,0.0009273290634155273
3994,67386071155,0.0009239912033081057,1.0,0.0009239912033081057
4059,74312000660,0.0009217262268066406,1.0,0.0009217262268066406
2510,703841104,0.0009213685989379883,1.0,0.0009213685989379883
554,6351935,0.0009206533432006836,1.0,0.0009206533432006836
746,24123305,0.0009168386459350586,1.0,0.0009168386459350586
2695,998030315,0.0009167194366455078,1.0,0.0009167194366455078
2376,555900942,0.0009161233901977539,1.0,0.0009161233901977539
1172,74141005,0.0009119510650634766,1.0,0.0009119510650634766
2499,703441211,0.0009112358093261721,1.0,0.0009112358093261721
529,6022761,0.0009096860885620117,1.0,0.0009096860885620117
2330,517857510,0.0009059906005859377,1.0,0.0009059906005859377
2182,409434673,0.0009052753448486328,1.0,0.0009052753448486328
3150,51079051820,0.0009012222290039062,1.0,0.0009012222290039062
420,2475977,0.0009007453918457033,1.0,0.0009007453918457033
2074,378001801,0.0009006261825561523,1.0,0.0009006261825561523
1610,143120101,0.0009003877639770508,1.0,0.0009003877639770508
1591,121073312,0.0009002685546875,1.0,0.0009002685546875
2437,597018390,0.0008983612060546875,1.0,0.0008983612060546875
2343,536391301,0.0008938312530517578,1.0,0.0008938312530517578
1152,74117830,0.0008883476257324219,1.0,0.0008883476257324219
4067,87701089415,0.0008873939514160156,1.0,0.0008873939514160156
1791,173099155,0.0008803606033325195,1.0,0.0008803606033325195
127,51070,0.0008789300918579103,1.0,0.0008789300918579103
2112,406206890,0.0008788108825683594,1.0,0.0008788108825683594
950,54335050,0.0008782148361206055,1.0,0.0008782148361206055
1592,121075210,0.0008770227432250978,1.0,0.0008770227432250978
535,6057143,0.0008759498596191406,1.0,0.0008759498596191406
1584,121058104,0.000870823860168457,1.0,0.000870823860168457
900,49343526,0.0008701086044311522,1.0,0.0008701086044311522
1966,310037851,0.0008625984191894531,1.0,0.0008625984191894531
3346,53489046101,0.0008596181869506836,1.0,0.0008596181869506836
460,3224011,0.0008581876754760742,1.0,0.0008581876754760742
1206,74234632,0.0008573532104492188,1.0,0.0008573532104492188
1736,173032188,0.0008565187454223633,1.0,0.0008565187454223633
3546,58160087346,0.0008546113967895508,1.0,0.0008546113967895508
2583,781711155,0.0008455514907836914,1.0,0.0008455514907836914
546,6096328,0.0008455514907836914,1.0,0.0008455514907836914
1654,168002638,0.0008437633514404298,1.0,0.0008437633514404298
3977,66758004401,0.0008412599563598633,1.0,0.0008412599563598633
94,50970,0.000840306282043457,1.0,0.000840306282043457
3089,51079013120,0.0008367300033569336,1.0,0.0008367300033569336
2829,23360005142,0.0008362531661987305,1.0,0.0008362531661987305
4001,67618015001,0.000834345817565918,1.0,0.000834345817565918
3816,63323013210,0.0008325576782226562,1.0,0.0008325576782226562
3932,65231002101,0.0008283853530883789,1.0,0.0008283853530883789
2729,10019007002,0.0008281469345092772,1.0,0.0008281469345092772
516,5535960,0.0008255243301391603,1.0,0.0008255243301391603
1415,78042306,0.0008234977722167969,1.0,0.0008234977722167969
370,225817,0.0008206367492675781,1.0,0.0008206367492675781
2709,10019001617,0.0008186101913452147,1.0,0.0008186101913452147
3862,63323051610,0.0008170604705810548,1.0,0.0008170604705810548
1748,173044600,0.0008169412612915039,1.0,0.0008169412612915039
1353,75291502,0.0008167028427124022,1.0,0.0008167028427124022
1433,83006230,0.0008111000061035156,1.0,0.0008111000061035156
3887,63459050430,0.0008103847503662108,1.0,0.0008103847503662108
2439,597018590,0.0008101463317871094,1.0,0.0008101463317871094
2932,49281058905,0.0008089542388916017,1.0,0.0008089542388916017
936,54010625,0.0008077621459960938,1.0,0.0008077621459960938
2558,781304095,0.0008060932159423827,1.0,0.0008060932159423827
2485,703102030,0.0008053779602050781,1.0,0.0008053779602050781
132,51112,0.0008050203323364258,1.0,0.0008050203323364258
2005,338027003,0.0008047819137573242,1.0,0.0008047819137573242
993,54834225,0.0008029937744140625,1.0,0.0008029937744140625
2471,641245045,0.0008009672164916992,1.0,0.0008009672164916992
2037,338101741,0.0007984638214111327,1.0,0.0007984638214111327
3898,63739002401,0.0007978677749633789,1.0,0.0007978677749633789
3574,58768010002,0.0007977485656738281,1.0,0.0007977485656738281
1796,182000101,0.0007970333099365233,1.0,0.0007970333099365233
3999,67467084304,0.0007919073104858397,1.0,0.0007919073104858397
2926,49281038215,0.0007915496826171875,1.0,0.0007915496826171875
124,51009,0.0007889270782470702,1.0,0.0007889270782470702
2314,517345025,0.0007859468460083008,1.0,0.0007859468460083008
933,54008826,0.0007798671722412108,1.0,0.0007798671722412108
840,44182512,0.0007784366607666017,1.0,0.0007784366607666017
259,51446,0.0007760524749755858,1.0,0.0007760524749755858
2444,603478221,0.0007736682891845702,1.0,0.0007736682891845702
3050,51079000620,0.0007718801498413086,1.0,0.0007718801498413086
2628,904421813,0.0007718801498413086,1.0,0.0007718801498413086
253,51440,0.0007714033126831055,1.0,0.0007714033126831055
2275,472037015,0.0007686614990234375,1.0,0.0007686614990234375
2251,456261663,0.0007647275924682617,1.0,0.0007647275924682617
1626,145150405,0.0007621049880981445,1.0,0.0007621049880981445
393,228126,0.0007611513137817383,1.0,0.0007611513137817383
3270,51248015001,0.0007590055465698242,1.0,0.0007590055465698242
1521,91371501,0.0007572174072265625,1.0,0.0007572174072265625
247,51434,0.0007565021514892577,1.0,0.0007565021514892577
1292,74659413,0.0007541179656982423,1.0,0.0007541179656982423
1327,74909332,0.0007520914077758789,1.0,0.0007520914077758789
3401,54569407300,0.0007489919662475586,1.0,0.0007489919662475586
1656,168003631,0.0007475614547729492,1.0,0.0007475614547729492
3676,60505056802,0.0007460117340087892,1.0,0.0007460117340087892
2399,591084501,0.0007417201995849608,1.0,0.0007417201995849608
1901,245000331,0.0007382631301879883,1.0,0.0007382631301879883
3998,67467064301,0.0007375478744506836,1.0,0.0007375478744506836
1197,74228013,0.0007374286651611327,1.0,0.0007374286651611327
2670,904624261,0.0007368326187133789,1.0,0.0007368326187133789
632,8412501,0.0007348060607910156,1.0,0.0007348060607910156
2946,49643013801,0.000733494758605957,1.0,0.000733494758605957
1026,54877605,0.0007320642471313478,1.0,0.0007320642471313478
837,44182110,0.0007293224334716798,1.0,0.0007293224334716798
2989,50383074120,0.0007287263870239258,1.0,0.0007287263870239258
348,225462,0.000728607177734375,1.0,0.000728607177734375
3976,66733094823,0.0007264614105224608,1.0,0.0007264614105224608
2533,781104613,0.0007218122482299805,1.0,0.0007218122482299805
1085,68059701,0.0007156133651733397,1.0,0.0007156133651733397
45,50898,0.0007109642028808594,1.0,0.0007109642028808594
2519,713016550,0.0007039308547973633,1.0,0.0007039308547973633
3878,63323087715,0.0007036924362182617,1.0,0.0007036924362182617
2691,998020315,0.0007026195526123048,1.0,0.0007026195526123048
1372,78018201,0.0006985664367675781,1.0,0.0006985664367675781
3277,51479004215,0.0006971359252929688,1.0,0.0006971359252929688
1999,338007704,0.0006947517395019531,1.0,0.0006947517395019531
1243,74427001,0.0006934404373168945,1.0,0.0006934404373168945
952,54350547,0.0006897449493408202,1.0,0.0006897449493408202
3001,50458003505,0.0006890296936035156,1.0,0.0006890296936035156
3491,55390023210,0.0006878376007080077,1.0,0.0006878376007080077
1851,186033036,0.0006875991821289062,1.0,0.0006875991821289062
111,50994,0.0006844997406005858,1.0,0.0006844997406005858
1012,54859511,0.0006833076477050781,1.0,0.0006833076477050781
4033,68094021462,0.0006825923919677733,1.0,0.0006825923919677733
3453,55289075130,0.0006799697875976562,1.0,0.0006799697875976562
2748,10019095601,0.000677943229675293,1.0,0.000677943229675293
2432,597008353,0.0006747245788574219,1.0,0.0006747245788574219
2225,409909431,0.0006747245788574219,1.0,0.0006747245788574219
1209,74241612,0.0006746053695678711,1.0,0.0006746053695678711
3958,66479024725,0.0006735324859619142,1.0,0.0006735324859619142
3965,66553000801,0.0006735324859619142,1.0,0.0006735324859619142
2987,50383023310,0.0006726980209350586,1.0,0.0006726980209350586
1930,264751010,0.0006718635559082031,1.0,0.0006718635559082031
3576,58914011110,0.00067138671875,1.0,0.00067138671875
3187,51079066520,0.0006670951843261719,1.0,0.0006670951843261719
1914,245018201,0.0006667375564575195,1.0,0.0006667375564575195
812,32192824,0.0006611347198486327,1.0,0.0006611347198486327
2976,50111085101,0.0006608963012695312,1.0,0.0006608963012695312
839,44182310,0.0006585121154785156,1.0,0.0006585121154785156
718,15710328,0.0006560087203979492,1.0,0.0006560087203979492
1821,182264789,0.0006508827209472656,1.0,0.0006508827209472656
2003,338012504,0.0006502866744995117,1.0,0.0006502866744995117
3894,63653117103,0.0006502866744995117,1.0,0.0006502866744995117
2412,591577710,0.0006488561630249022,1.0,0.0006488561630249022
1287,74630411,0.0006483793258666992,1.0,0.0006483793258666992
2931,49281054505,0.0006463527679443358,1.0,0.0006463527679443358
1695,172376010,0.0006459951400756836,1.0,0.0006459951400756836
893,49276041,0.0006456375122070312,1.0,0.0006456375122070312
2535,781107101,0.0006425380706787108,1.0,0.0006425380706787108
694,9752901,0.0006425380706787108,1.0,0.0006425380706787108
268,51455,0.0006424188613891603,1.0,0.0006424188613891603
3834,63323026801,0.0006409883499145508,1.0,0.0006409883499145508
2297,517013410,0.0006377696990966798,1.0,0.0006377696990966798
780,26886148,0.0006344318389892577,1.0,0.0006344318389892577
120,51005,0.0006313323974609375,1.0,0.0006313323974609375
2293,496071604,0.0006312131881713867,1.0,0.0006312131881713867
3402,54569430700,0.000629425048828125,1.0,0.000629425048828125
1545,93312701,0.0006262063980102539,1.0,0.0006262063980102539
2238,436515110,0.0006225109100341798,1.0,0.0006225109100341798
3925,64894080550,0.0006128549575805664,1.0,0.0006128549575805664
2151,409190201,0.0006116628646850586,1.0,0.0006116628646850586
517,5921823,0.000611424446105957,1.0,0.000611424446105957
2598,904062960,0.0006107091903686522,1.0,0.0006107091903686522
